Dispatch Advice & Supplier Invoice Report																																																	
Type of Item - [Component (2)]																																																	
Dispatch Advice Date - From:[01.01.2014]  TO: [06.03.2014]																																																	
																																																	
Dispatch Advice No	Supplier Invoice Number	Status	SAO	Port of Loading	Port of Discharge	Container Number(or AWB no if by Air)	Type of Container	Vessel Name&VoyageNo	Shipment Date	"Forwarder Ref. No. (Bill of Lading No, AWB No)"	Forwarder	Supplier Code	Suppler Name	Bill To Party Code	Bill to Party Name	Ship to Party Code	Ship to Party (Delivery Details)	Ship To Party Country	Create Date	Update Date	Updated By	Dispatch Advice Line No	Client P/O no	Customer Order Item Line No	PO No	Item Line no in PO	Schedule line no	CMMF	CMMF Descrption	Brand	Customs Code	Vendor Material No	Quantity Delivered	Unit	Gross Weight (KG)	Net Weight (KG)	Volume (CBM)	NB of Packages	The type of Packages	PCS PER PACKAGE	The Package Number Sequence From	The Package Number Sequence To	Pallet No	PO  Unit Price	Quantity Base (Per Unit Price)	Item Total	Charge / Discount	Remark	Amount
DA140000087624	A13121515(F)	Completed		HONG KONG	FOS	UACU3606180	FCL20	AL RIFFA   V.1352W	01/01/2014	HKG0123911	DSV	10002633	MEYER ALUMINIUM LTD	99001201	TEFAL SAS 	99001226	TEFAL COOKWARE RUMILLY - M1 MENAGE	FRANCE	09.01.2014	15.01.2014	MEYER ALUMINIUM	4	9322126290	000110	9322126403	00110	01	2030276000	3027600 D 300X24/10 1200 H19		7606910090		941	KGM	968.00	941.00	0.689	1.00	PALLET	"1,988.00"	118.00	118.00	1.00	"3,000.00"	"1,000"	"18,501.00"			
DA140000087624	A13121515(F)	Completed		HONG KONG	FOS	UACU3606180	FCL20	AL RIFFA   V.1352W	01/01/2014	HKG0123911	DSV	10002633	MEYER ALUMINIUM LTD	99001201	TEFAL SAS 	99001226	TEFAL COOKWARE RUMILLY - M1 MENAGE	FRANCE	09.01.2014	15.01.2014	MEYER ALUMINIUM	5	9322126290	000110	9322126403	00110	01	2030276000	3027600 D 300X24/10 1200 H19		7606910090		940	KGM	967.00	940.00	0.698	1.00	PALLET	"1,986.00"	119.00	119.00	1.00	"3,000.00"	"1,000"	"18,501.00"			
DA140000087624	A13121515(F)	Completed		HONG KONG	FOS	UACU3606180	FCL20	AL RIFFA   V.1352W	01/01/2014	HKG0123911	DSV	10002633	MEYER ALUMINIUM LTD	99001201	TEFAL SAS 	99001226	TEFAL COOKWARE RUMILLY - M1 MENAGE	FRANCE	09.01.2014	15.01.2014	MEYER ALUMINIUM	6	9322126290	000110	9322126403	00110	01	2030276000	3027600 D 300X24/10 1200 H19		7606910090		687	KGM	714.00	687.00	0.559	1.00	PALLET	"1,451.00"	120.00	120.00	1.00	"3,000.00"	"1,000"	"18,501.00"			
DA140000087624	A13121515(F)	Completed		HONG KONG	FOS	UACU3606180	FCL20	AL RIFFA   V.1352W	01/01/2014	HKG0123911	DSV	10002633	MEYER ALUMINIUM LTD	99001201	TEFAL SAS 	99001226	TEFAL COOKWARE RUMILLY - M1 MENAGE	FRANCE	09.01.2014	15.01.2014	MEYER ALUMINIUM	7	9322126290	000110	9322126403	00110	01	2030276000	3027600 D 300X24/10 1200 H19		7606910090		762	KGM	791.00	762.00	0.596	1.00	PALLET	"1,610.00"	121.00	121.00	1.00	"3,000.00"	"1,000"	"18,501.00"			
DA140000087624	A13121515(F)	Completed		HONG KONG	FOS	UACU3606180	FCL20	AL RIFFA   V.1352W	01/01/2014	HKG0123911	DSV	10002633	MEYER ALUMINIUM LTD	99001201	TEFAL SAS 	99001226	TEFAL COOKWARE RUMILLY - M1 MENAGE	FRANCE	09.01.2014	15.01.2014	MEYER ALUMINIUM	8	9322126290	000120	9322126403	00120	01	2019140000	19140000 D 395X24/10 1200-H19	NON GR OEM	7606910090		939	KGM	964.00	939.00	0.76	1.00	PALLET	"1,144.00"	122.00	122.00	1.00	"3,000.00"	"1,000"	"16,647.00"			
DA140000087624	A13121515(F)	Completed		HONG KONG	FOS	UACU3606180	FCL20	AL RIFFA   V.1352W	01/01/2014	HKG0123911	DSV	10002633	MEYER ALUMINIUM LTD	99001201	TEFAL SAS 	99001226	TEFAL COOKWARE RUMILLY - M1 MENAGE	FRANCE	09.01.2014	15.01.2014	MEYER ALUMINIUM	9	9322126290	000120	9322126403	00120	01	2019140000	19140000 D 395X24/10 1200-H19	NON GR OEM	7606910090		612	KGM	638.00	612.00	0.568	1.00	PALLET	746.00	123.00	123.00	1.00	"3,000.00"	"1,000"	"16,647.00"			
DA140000087624	A13121515(F)	Completed		HONG KONG	FOS	UACU3606180	FCL20	AL RIFFA   V.1352W	01/01/2014	HKG0123911	DSV	10002633	MEYER ALUMINIUM LTD	99001201	TEFAL SAS 	99001226	TEFAL COOKWARE RUMILLY - M1 MENAGE	FRANCE	09.01.2014	15.01.2014	MEYER ALUMINIUM	10	9322126290	000120	9322126403	00120	01	2019140000	19140000 D 395X24/10 1200-H19	NON GR OEM	7606910090		944	KGM	967.00	944.00	0.76	1.00	PALLET	"1,150.00"	124.00	124.00	1.00	"3,000.00"	"1,000"	"16,647.00"			
DA140000087624	A13121515(F)	Completed		HONG KONG	FOS	UACU3606180	FCL20	AL RIFFA   V.1352W	01/01/2014	HKG0123911	DSV	10002633	MEYER ALUMINIUM LTD	99001201	TEFAL SAS 	99001226	TEFAL COOKWARE RUMILLY - M1 MENAGE	FRANCE	09.01.2014	15.01.2014	MEYER ALUMINIUM	11	9322126290	000120	9322126403	00120	01	2019140000	19140000 D 395X24/10 1200-H19	NON GR OEM	7606910090		601	KGM	627.00	601.00	0.568	1.00	PALLET	732.00	125.00	125.00	1.00	"3,000.00"	"1,000"	"16,647.00"			
DA140000087624	A13121515(F)	Completed		HONG KONG	FOS	UACU3606180	FCL20	AL RIFFA   V.1352W	01/01/2014	HKG0123911	DSV	10002633	MEYER ALUMINIUM LTD	99001201	TEFAL SAS 	99001226	TEFAL COOKWARE RUMILLY - M1 MENAGE	FRANCE	09.01.2014	15.01.2014	MEYER ALUMINIUM	12	9322126290	000120	9322126403	00120	01	2019140000	19140000 D 395X24/10 1200-H19	NON GR OEM	7606910090		921	KGM	948.00	921.00	0.752	1.00	PALLET	"1,122.00"	126.00	126.00	1.00	"3,000.00"	"1,000"	"16,647.00"			
DA140000087624	A13121515(F)	Completed		HONG KONG	FOS	UACU3606180	FCL20	AL RIFFA   V.1352W	01/01/2014	HKG0123911	DSV	10002633	MEYER ALUMINIUM LTD	99001201	TEFAL SAS 	99001226	TEFAL COOKWARE RUMILLY - M1 MENAGE	FRANCE	09.01.2014	15.01.2014	MEYER ALUMINIUM	13	9322126290	000120	9322126403	00120	01	2019140000	19140000 D 395X24/10 1200-H19	NON GR OEM	7606910090		926	KGM	953.00	926.00	0.744	1.00	PALLET	"1,129.00"	127.00	127.00	1.00	"3,000.00"	"1,000"	"16,647.00"			
DA140000087624	A13121515(F)	Completed		HONG KONG	FOS	UACU3606180	FCL20	AL RIFFA   V.1352W	01/01/2014	HKG0123911	DSV	10002633	MEYER ALUMINIUM LTD	99001201	TEFAL SAS 	99001226	TEFAL COOKWARE RUMILLY - M1 MENAGE	FRANCE	09.01.2014	15.01.2014	MEYER ALUMINIUM	14	9322126290	000120	9322126403	00120	01	2019140000	19140000 D 395X24/10 1200-H19	NON GR OEM	7606910090		606	KGM	628.00	606.00	0.543	1.00	PALLET	739.00	128.00	128.00	1.00	"3,000.00"	"1,000"	"16,647.00"			
DA140000087624	A13121515(F)	Completed		HONG KONG	FOS	UACU3606180	FCL20	AL RIFFA   V.1352W	01/01/2014	HKG0123911	DSV	10002633	MEYER ALUMINIUM LTD	99001201	TEFAL SAS 	99001226	TEFAL COOKWARE RUMILLY - M1 MENAGE	FRANCE	09.01.2014	15.01.2014	MEYER ALUMINIUM	15	9322126290	000130	9322126403	00130	01	2030265000	3026500 D 360X24/10 1200-H19		7606910090		532	KGM	568.00	532.00	0.5	1.00	PALLET	781.00	129.00	129.00	1.00	"3,000.00"	"1,000"	"13,362.00"			
DA140000087624	A13121515(F)	Completed		HONG KONG	FOS	UACU3606180	FCL20	AL RIFFA   V.1352W	01/01/2014	HKG0123911	DSV	10002633	MEYER ALUMINIUM LTD	99001201	TEFAL SAS 	99001226	TEFAL COOKWARE RUMILLY - M1 MENAGE	FRANCE	09.01.2014	15.01.2014	MEYER ALUMINIUM	16	9322126290	000130	9322126403	00130	01	2030265000	3026500 D 360X24/10 1200-H19		7606910090		995	KGM	"1,028.00"	995.00	0.775	1.00	PALLET	"1,460.00"	130.00	130.00	1.00	"3,000.00"	"1,000"	"13,362.00"			
DA140000087624	A13121515(F)	Completed		HONG KONG	FOS	UACU3606180	FCL20	AL RIFFA   V.1352W	01/01/2014	HKG0123911	DSV	10002633	MEYER ALUMINIUM LTD	99001201	TEFAL SAS 	99001226	TEFAL COOKWARE RUMILLY - M1 MENAGE	FRANCE	09.01.2014	15.01.2014	MEYER ALUMINIUM	17	9322126290	000130	9322126403	00130	01	2030265000	3026500 D 360X24/10 1200-H19		7606910090		979	KGM	"1,013.00"	979.00	0.712	1.00	PALLET	"1,436.00"	131.00	131.00	1.00	"3,000.00"	"1,000"	"13,362.00"			
DA140000087624	A13121515(F)	Completed		HONG KONG	FOS	UACU3606180	FCL20	AL RIFFA   V.1352W	01/01/2014	HKG0123911	DSV	10002633	MEYER ALUMINIUM LTD	99001201	TEFAL SAS 	99001226	TEFAL COOKWARE RUMILLY - M1 MENAGE	FRANCE	09.01.2014	15.01.2014	MEYER ALUMINIUM	18	9322126290	000130	9322126403	00130	01	2030265000	3026500 D 360X24/10 1200-H19		7606910090		978	KGM	"1,014.00"	978.00	0.737	1.00	PALLET	"1,435.00"	132.00	132.00	1.00	"3,000.00"	"1,000"	"13,362.00"			
DA140000087624	A13121515(F)	Completed		HONG KONG	FOS	UACU3606180	FCL20	AL RIFFA   V.1352W	01/01/2014	HKG0123911	DSV	10002633	MEYER ALUMINIUM LTD	99001201	TEFAL SAS 	99001226	TEFAL COOKWARE RUMILLY - M1 MENAGE	FRANCE	09.01.2014	15.01.2014	MEYER ALUMINIUM	19	9322126290	000130	9322126403	00130	01	2030265000	3026500 D 360X24/10 1200-H19		7606910090		970	KGM	"1,005.00"	970.00	0.725	1.00	PALLET	"1,423.00"	133.00	133.00	1.00	"3,000.00"	"1,000"	"13,362.00"			
DA140000087624	A13121515(F)	Completed		HONG KONG	FOS	UACU3606180	FCL20	AL RIFFA   V.1352W	01/01/2014	HKG0123911	DSV	10002633	MEYER ALUMINIUM LTD	99001201	TEFAL SAS 	99001226	TEFAL COOKWARE RUMILLY - M1 MENAGE	FRANCE	09.01.2014	15.01.2014	MEYER ALUMINIUM	20	9322126290	000140	9322126403	00140	01	2003027400	3027400 D 290X24/10 1200 H19	NON GR OEM	7606910090		932	KGM	959.00	932.00	0.656	1.00	PALLET	"2,107.00"	134.00	134.00	1.00	"3,000.00"	"1,000"	"5,595.00"			
DA140000087624	A13121515(F)	Completed		HONG KONG	FOS	UACU3606180	FCL20	AL RIFFA   V.1352W	01/01/2014	HKG0123911	DSV	10002633	MEYER ALUMINIUM LTD	99001201	TEFAL SAS 	99001226	TEFAL COOKWARE RUMILLY - M1 MENAGE	FRANCE	09.01.2014	15.01.2014	MEYER ALUMINIUM	21	9322126290	000140	9322126403	00140	01	2003027400	3027400 D 290X24/10 1200 H19	NON GR OEM	7606910090		933	KGM	959.00	933.00	0.652	1.00	PALLET	"2,110.00"	135.00	135.00	1.00	"3,000.00"	"1,000"	"5,595.00"			
DA140000087631	A13121515(G)	Completed		HONG KONG	FOS	UACU3173769	FCL20	AL RIFFA   V.1352W	01/01/2014	HKG0123911	DSV	10002633	MEYER ALUMINIUM LTD	99001201	TEFAL SAS 	99001226	TEFAL COOKWARE RUMILLY - M1 MENAGE	FRANCE	09.01.2014	15.01.2014	MEYER ALUMINIUM	1	9322126290	000140	9322126403	00140	01	2003027400	3027400 D 290X24/10 1200 H19	NON GR OEM	7606910090		937	KGM	964.00	937.00	0.668	1.00	PALLET	"2,119.00"	136.00	136.00	1.00	"3,000.00"	"1,000"	"11,295.00"			
DA140000087631	A13121515(G)	Completed		HONG KONG	FOS	UACU3173769	FCL20	AL RIFFA   V.1352W	01/01/2014	HKG0123911	DSV	10002633	MEYER ALUMINIUM LTD	99001201	TEFAL SAS 	99001226	TEFAL COOKWARE RUMILLY - M1 MENAGE	FRANCE	09.01.2014	15.01.2014	MEYER ALUMINIUM	2	9322126290	000140	9322126403	00140	01	2003027400	3027400 D 290X24/10 1200 H19	NON GR OEM	7606910090		939	KGM	965.00	939.00	0.652	1.00	PALLET	"2,123.00"	137.00	137.00	1.00	"3,000.00"	"1,000"	"11,295.00"			
DA140000087631	A13121515(G)	Completed		HONG KONG	FOS	UACU3173769	FCL20	AL RIFFA   V.1352W	01/01/2014	HKG0123911	DSV	10002633	MEYER ALUMINIUM LTD	99001201	TEFAL SAS 	99001226	TEFAL COOKWARE RUMILLY - M1 MENAGE	FRANCE	09.01.2014	15.01.2014	MEYER ALUMINIUM	3	9322126290	000140	9322126403	00140	01	2003027400	3027400 D 290X24/10 1200 H19	NON GR OEM	7606910090		580	KGM	607.00	580.00	0.468	1.00	PALLET	"1,311.00"	138.00	138.00	1.00	"3,000.00"	"1,000"	"11,295.00"			
DA140000087631	A13121515(G)	Completed		HONG KONG	FOS	UACU3173769	FCL20	AL RIFFA   V.1352W	01/01/2014	HKG0123911	DSV	10002633	MEYER ALUMINIUM LTD	99001201	TEFAL SAS 	99001226	TEFAL COOKWARE RUMILLY - M1 MENAGE	FRANCE	09.01.2014	15.01.2014	MEYER ALUMINIUM	4	9322126290	000140	9322126403	00140	01	2003027400	3027400 D 290X24/10 1200 H19	NON GR OEM	7606910090		598	KGM	623.00	598.00	0.476	1.00	PALLET	"1,352.00"	139.00	139.00	1.00	"3,000.00"	"1,000"	"11,295.00"			
DA140000087631	A13121515(G)	Completed		HONG KONG	FOS	UACU3173769	FCL20	AL RIFFA   V.1352W	01/01/2014	HKG0123911	DSV	10002633	MEYER ALUMINIUM LTD	99001201	TEFAL SAS 	99001226	TEFAL COOKWARE RUMILLY - M1 MENAGE	FRANCE	09.01.2014	15.01.2014	MEYER ALUMINIUM	5	9322126290	000140	9322126403	00140	01	2003027400	3027400 D 290X24/10 1200 H19	NON GR OEM	7606910090		711	KGM	738.00	711.00	0.56	1.00	PALLET	"1,608.00"	140.00	140.00	1.00	"3,000.00"	"1,000"	"11,295.00"			
DA140000087631	A13121515(G)	Completed		HONG KONG	FOS	UACU3173769	FCL20	AL RIFFA   V.1352W	01/01/2014	HKG0123911	DSV	10002633	MEYER ALUMINIUM LTD	99001201	TEFAL SAS 	99001226	TEFAL COOKWARE RUMILLY - M1 MENAGE	FRANCE	09.01.2014	15.01.2014	MEYER ALUMINIUM	6	9322126290	000150	9322126403	00150	01	2019319000	19319000 D 330X26/10 1200 H19	NON GR OEM	7606910090		235	KGM	270.00	235.00	0.375	1.00	PALLET	380.00	141.00	141.00	1.00	"3,000.00"	"1,000"	"14,925.00"			
DA140000087631	A13121515(G)	Completed		HONG KONG	FOS	UACU3173769	FCL20	AL RIFFA   V.1352W	01/01/2014	HKG0123911	DSV	10002633	MEYER ALUMINIUM LTD	99001201	TEFAL SAS 	99001226	TEFAL COOKWARE RUMILLY - M1 MENAGE	FRANCE	09.01.2014	15.01.2014	MEYER ALUMINIUM	7	9322126290	000150	9322126403	00150	01	2019319000	19319000 D 330X26/10 1200 H19	NON GR OEM	7606910090		985	KGM	"1,015.00"	985.00	0.773	1.00	PALLET	"1,592.00"	142.00	142.00	1.00	"3,000.00"	"1,000"	"14,925.00"			
DA140000087631	A13121515(G)	Completed		HONG KONG	FOS	UACU3173769	FCL20	AL RIFFA   V.1352W	01/01/2014	HKG0123911	DSV	10002633	MEYER ALUMINIUM LTD	99001201	TEFAL SAS 	99001226	TEFAL COOKWARE RUMILLY - M1 MENAGE	FRANCE	09.01.2014	15.01.2014	MEYER ALUMINIUM	8	9322126290	000150	9322126403	00150	01	2019319000	19319000 D 330X26/10 1200 H19	NON GR OEM	7606910090		803	KGM	833.00	803.00	0.682	1.00	PALLET	"1,297.00"	143.00	143.00	1.00	"3,000.00"	"1,000"	"14,925.00"			
DA140000087631	A13121515(G)	Completed		HONG KONG	FOS	UACU3173769	FCL20	AL RIFFA   V.1352W	01/01/2014	HKG0123911	DSV	10002633	MEYER ALUMINIUM LTD	99001201	TEFAL SAS 	99001226	TEFAL COOKWARE RUMILLY - M1 MENAGE	FRANCE	09.01.2014	15.01.2014	MEYER ALUMINIUM	9	9322126290	000150	9322126403	00150	01	2019319000	19319000 D 330X26/10 1200 H19	NON GR OEM	7606910090		996	KGM	"1,028.00"	996.00	0.784	1.00	PALLET	"1,609.00"	144.00	144.00	1.00	"3,000.00"	"1,000"	"14,925.00"			
DA140000087631	A13121515(G)	Completed		HONG KONG	FOS	UACU3173769	FCL20	AL RIFFA   V.1352W	01/01/2014	HKG0123911	DSV	10002633	MEYER ALUMINIUM LTD	99001201	TEFAL SAS 	99001226	TEFAL COOKWARE RUMILLY - M1 MENAGE	FRANCE	09.01.2014	15.01.2014	MEYER ALUMINIUM	10	9322126290	000150	9322126403	00150	01	2019319000	19319000 D 330X26/10 1200 H19	NON GR OEM	7606910090		982	KGM	"1,015.00"	982.00	0.784	1.00	PALLET	"1,587.00"	145.00	145.00	1.00	"3,000.00"	"1,000"	"14,925.00"			
DA140000087631	A13121515(G)	Completed		HONG KONG	FOS	UACU3173769	FCL20	AL RIFFA   V.1352W	01/01/2014	HKG0123911	DSV	10002633	MEYER ALUMINIUM LTD	99001201	TEFAL SAS 	99001226	TEFAL COOKWARE RUMILLY - M1 MENAGE	FRANCE	09.01.2014	15.01.2014	MEYER ALUMINIUM	11	9322126290	000150	9322126403	00150	01	2019319000	19319000 D 330X26/10 1200 H19	NON GR OEM	7606910090		974	KGM	"1,008.00"	974.00	0.773	1.00	PALLET	"1,574.00"	146.00	146.00	1.00	"3,000.00"	"1,000"	"14,925.00"			
DA140000087631	A13121515(G)	Completed		HONG KONG	FOS	UACU3173769	FCL20	AL RIFFA   V.1352W	01/01/2014	HKG0123911	DSV	10002633	MEYER ALUMINIUM LTD	99001201	TEFAL SAS 	99001226	TEFAL COOKWARE RUMILLY - M1 MENAGE	FRANCE	09.01.2014	15.01.2014	MEYER ALUMINIUM	12	9322126290	000160	9322126403	00160	01	2030270000	3027000 D 330X24/10 1200 H19		7606910090		959	KGM	994.00	959.00	0.761	1.00	PALLET	"1,675.00"	147.00	147.00	1.00	"3,000.00"	"1,000"	"16,599.00"			
DA140000087631	A13121515(G)	Completed		HONG KONG	FOS	UACU3173769	FCL20	AL RIFFA   V.1352W	01/01/2014	HKG0123911	DSV	10002633	MEYER ALUMINIUM LTD	99001201	TEFAL SAS 	99001226	TEFAL COOKWARE RUMILLY - M1 MENAGE	FRANCE	09.01.2014	15.01.2014	MEYER ALUMINIUM	13	9322126290	000160	9322126403	00160	01	2030270000	3027000 D 330X24/10 1200 H19		7606910090		956	KGM	989.00	956.00	0.681	1.00	PALLET	"1,669.00"	148.00	148.00	1.00	"3,000.00"	"1,000"	"16,599.00"			
DA140000087631	A13121515(G)	Completed		HONG KONG	FOS	UACU3173769	FCL20	AL RIFFA   V.1352W	01/01/2014	HKG0123911	DSV	10002633	MEYER ALUMINIUM LTD	99001201	TEFAL SAS 	99001226	TEFAL COOKWARE RUMILLY - M1 MENAGE	FRANCE	09.01.2014	15.01.2014	MEYER ALUMINIUM	14	9322126290	000160	9322126403	00160	01	2030270000	3027000 D 330X24/10 1200 H19		7606910090		941	KGM	976.00	941.00	0.75	1.00	PALLET	"1,643.00"	149.00	149.00	1.00	"3,000.00"	"1,000"	"16,599.00"			
DA140000087631	A13121515(G)	Completed		HONG KONG	FOS	UACU3173769	FCL20	AL RIFFA   V.1352W	01/01/2014	HKG0123911	DSV	10002633	MEYER ALUMINIUM LTD	99001201	TEFAL SAS 	99001226	TEFAL COOKWARE RUMILLY - M1 MENAGE	FRANCE	09.01.2014	15.01.2014	MEYER ALUMINIUM	15	9322126290	000160	9322126403	00160	01	2030270000	3027000 D 330X24/10 1200 H19		7606910090		937	KGM	968.00	937.00	0.75	1.00	PALLET	"1,636.00"	150.00	150.00	1.00	"3,000.00"	"1,000"	"16,599.00"			
DA140000087631	A13121515(G)	Completed		HONG KONG	FOS	UACU3173769	FCL20	AL RIFFA   V.1352W	01/01/2014	HKG0123911	DSV	10002633	MEYER ALUMINIUM LTD	99001201	TEFAL SAS 	99001226	TEFAL COOKWARE RUMILLY - M1 MENAGE	FRANCE	09.01.2014	15.01.2014	MEYER ALUMINIUM	16	9322126290	000160	9322126403	00160	01	2030270000	3027000 D 330X24/10 1200 H19		7606910090		950	KGM	985.00	950.00	0.75	1.00	PALLET	"1,659.00"	151.00	151.00	1.00	"3,000.00"	"1,000"	"16,599.00"			
DA140000087631	A13121515(G)	Completed		HONG KONG	FOS	UACU3173769	FCL20	AL RIFFA   V.1352W	01/01/2014	HKG0123911	DSV	10002633	MEYER ALUMINIUM LTD	99001201	TEFAL SAS 	99001226	TEFAL COOKWARE RUMILLY - M1 MENAGE	FRANCE	09.01.2014	15.01.2014	MEYER ALUMINIUM	17	9322126290	000160	9322126403	00160	01	2030270000	3027000 D 330X24/10 1200 H19		7606910090		790	KGM	822.00	790.00	0.659	1.00	PALLET	"1,379.00"	152.00	152.00	1.00	"3,000.00"	"1,000"	"16,599.00"			
DA140000087631	A13121515(G)	Completed		HONG KONG	FOS	UACU3173769	FCL20	AL RIFFA   V.1352W	01/01/2014	HKG0123911	DSV	10002633	MEYER ALUMINIUM LTD	99001201	TEFAL SAS 	99001226	TEFAL COOKWARE RUMILLY - M1 MENAGE	FRANCE	09.01.2014	15.01.2014	MEYER ALUMINIUM	18	9322126290	000170	9322126403	00170	01	2019317000	19317000 D 345X26/10 1200 H19	NON GR OEM	7606910090		928	KGM	956.00	928.00	0.693	1.00	PALLET	"1,372.00"	153.00	153.00	1.00	"3,000.00"	"1,000"	"11,190.00"			
DA140000087631	A13121515(G)	Completed		HONG KONG	FOS	UACU3173769	FCL20	AL RIFFA   V.1352W	01/01/2014	HKG0123911	DSV	10002633	MEYER ALUMINIUM LTD	99001201	TEFAL SAS 	99001226	TEFAL COOKWARE RUMILLY - M1 MENAGE	FRANCE	09.01.2014	15.01.2014	MEYER ALUMINIUM	19	9322126290	000170	9322126403	00170	01	2019317000	19317000 D 345X26/10 1200 H19	NON GR OEM	7606910090		931	KGM	960.00	931.00	0.705	1.00	PALLET	"1,376.00"	154.00	154.00	1.00	"3,000.00"	"1,000"	"11,190.00"			
DA140000087631	A13121515(G)	Completed		HONG KONG	FOS	UACU3173769	FCL20	AL RIFFA   V.1352W	01/01/2014	HKG0123911	DSV	10002633	MEYER ALUMINIUM LTD	99001201	TEFAL SAS 	99001226	TEFAL COOKWARE RUMILLY - M1 MENAGE	FRANCE	09.01.2014	15.01.2014	MEYER ALUMINIUM	20	9322126290	000170	9322126403	00170	01	2019317000	19317000 D 345X26/10 1200 H19	NON GR OEM	7606910090		935	KGM	967.00	935.00	0.716	1.00	PALLET	"1,382.00"	155.00	155.00	1.00	"3,000.00"	"1,000"	"11,190.00"			
DA140000087631	A13121515(G)	Completed		HONG KONG	FOS	UACU3173769	FCL20	AL RIFFA   V.1352W	01/01/2014	HKG0123911	DSV	10002633	MEYER ALUMINIUM LTD	99001201	TEFAL SAS 	99001226	TEFAL COOKWARE RUMILLY - M1 MENAGE	FRANCE	09.01.2014	15.01.2014	MEYER ALUMINIUM	21	9322126290	000170	9322126403	00170	01	2019317000	19317000 D 345X26/10 1200 H19	NON GR OEM	7606910090		936	KGM	970.00	936.00	0.693	1.00	PALLET	"1,384.00"	156.00	156.00	1.00	"3,000.00"	"1,000"	"11,190.00"			
DA140000087634	TLS140004	Completed		YANTIAN	LE HAVRE	UACU8150215	FCL40	CMA CGM ANDROMEDA / 634W	15/01/2014	HKG0126142	DSV	10016307	TECH LINK SILICONES CO LTD	99001191	SAS SEB SELONGEY 	99001191	SAS SEB SELONGEY 	FRANCE	09.01.2014	15.01.2014	TECH LINK SILICONES CO LTD	1	41-17919/X219127	000001	9322152632	00010	01	1504135397	4135397 JOINT CV D200 SILICONE CLIP5	NON GR OEM	3926909790		5000	PCE	523.00	340.00	6.86	100.00	CARTON	50.00	18.00	24.00	7.00	80.36	100	"4,018.00"			
DA140000087634	TLS140004	Completed		YANTIAN	LE HAVRE	UACU8150215	FCL40	CMA CGM ANDROMEDA / 634W	15/01/2014	HKG0126142	DSV	10016307	TECH LINK SILICONES CO LTD	99001191	SAS SEB SELONGEY 	99001191	SAS SEB SELONGEY 	FRANCE	09.01.2014	15.01.2014	TECH LINK SILICONES CO LTD	2	41-17918/X222530	000001	9322152633	00010	01	1504135396	4135396 JOINT CV D220 SILICONE CLIP5	NON GR OEM	3926909790		10000	PCE	"1,165.00"	720.00	15	200.00	CARTON	50.00	1.00	17.00	17.00	85.16	100	"8,516.00"			
DA140000087634	TLS140004	Completed		YANTIAN	LE HAVRE	UACU8150215	FCL40	CMA CGM ANDROMEDA / 634W	15/01/2014	HKG0126142	DSV	10016307	TECH LINK SILICONES CO LTD	99001191	SAS SEB SELONGEY 	99001191	SAS SEB SELONGEY 	FRANCE	09.01.2014	15.01.2014	TECH LINK SILICONES CO LTD	3	41-16585/X222514	000001	9322152634	00010	01	1504135395	4135395 JOINT CV D253 SILICONE CLIP5	NON GR OEM	39269099		10000	PCE	"1,366.00"	860.00	16.44	200.00	CARTON	50.00	25.00	41.00	17.00	79.18	100	"7,918.00"			
DA140000087637	2510002129	Completed	NGAI ODI	HONG KONG	LYON	ZGN046544	BY AIR	KE 608/11	12/01/2014	ZGN046544	SCHENKER INTERNATIONAL HK LTD	10025286	VSA ELECTRONICS TECHNOLOGY Rita YANG	99001001	CALOR SAS 	99001021	CALOR PONT-EVEQUE 	FRANCE	09.01.2014	13.01.2014	VSA ELECTRONICS	1	9322149060	000010	9322149226	00010	01	1800126133	FRONT PANEL SUBSET GTH3 EUR		8516900099		2772	PCE	"1,626.24"	"1,386.00"	13.62	154.00	CARTON	18.00	1.00	154.00	8.00	886.61	100	"24,576.83"			
DA140000087639	A13121515(H)	Completed		HONG KONG	FOS	UACU3434820	FCL20	AL RIFFA   V.1352W	01/01/2014	HKG0123911	DSV	10002633	MEYER ALUMINIUM LTD	99001201	TEFAL SAS 	99001226	TEFAL COOKWARE RUMILLY - M1 MENAGE	FRANCE	09.01.2014	15.01.2014	MEYER ALUMINIUM	1	9322126290	000170	9322126403	00170	01	2019317000	19317000 D 345X26/10 1200 H19	NON GR OEM	7606910090		930	KGM	960.00	930.00	0.705	1.00	PALLET	"1,375.00"	157.00	157.00	1.00	"3,000.00"	"1,000"	"6,279.00"			
DA140000087639	A13121515(H)	Completed		HONG KONG	FOS	UACU3434820	FCL20	AL RIFFA   V.1352W	01/01/2014	HKG0123911	DSV	10002633	MEYER ALUMINIUM LTD	99001201	TEFAL SAS 	99001226	TEFAL COOKWARE RUMILLY - M1 MENAGE	FRANCE	09.01.2014	15.01.2014	MEYER ALUMINIUM	2	9322126290	000170	9322126403	00170	01	2019317000	19317000 D 345X26/10 1200 H19	NON GR OEM	7606910090		703	KGM	738.00	703.00	0.58	1.00	PALLET	"1,039.00"	158.00	158.00	1.00	"3,000.00"	"1,000"	"6,279.00"			
